gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_0365,7.43,-0.6018,0.1449,0.012950502950649395,0.17691943921652178
Gene_0366,2267.56,0.3361,0.2787,0.3449943399564737,1.0
Gene_0367,80.86,4.6756,0.2982,0.008890105189152378,0.12078947267870078
Gene_0368,55.83,0.1465,0.3373,0.027148894605665,0.36787120061876694
Gene_0369,3561.3,-1.1595,0.249,5.5239040715378176e-05,0.0007464735231807861
Gene_0370,12.37,0.0368,0.19,0.013510982701404755,0.18208871565235518
Gene_0371,15.62,0.747,0.3646,0.31323735629950256,1.0
Gene_0372,16.57,2.1767,0.1046,0.017920873620963472,0.240226187948572
Gene_0373,129.57,1.4389,0.3382,0.12261940665217988,1.0
Gene_0374,351.87,3.2298,0.2196,0.00027985118452697965,0.003731349127026395
Gene_0375,651.55,-1.151,0.3244,0.204246706525938,1.0
Gene_0376,25437.78,1.3085,0.4161,0.18395876152013324,1.0
Gene_0377,1.65,0.275,0.2314,0.02215260805918021,0.29302391612672235
Gene_0378,501.43,3.2847,0.2632,0.11798922911805297,1.0
Gene_0379,48.7,-1.2124,0.2579,5.562934385387118e-06,7.319650507088313e-05
Gene_0380,45.93,-1.2596,0.5278,0.059423451161789646,0.7798353170838537
Gene_0381,42.97,-0.8991,0.2872,0.029497321671623594,0.3860905977961203
NOTCH1,24.11,4.9775,0.2826,0.0005901664426374176,0.007704522749835739
Gene_0383,4311.54,-0.7886,0.2914,0.012960647564124824,0.16875843182454198
Gene_0384,799.99,-1.1387,0.4353,0.18033703855601804,1.0
Gene_0385,155.46,0.2256,0.2362,0.264588414117021,1.0
Gene_0386,2212.84,0.5126,0.3793,0.002903400481560767,0.03751163412869208
Gene_0387,7.21,2.8143,0.2241,0.0006104104756855873,0.007866114377391589
Gene_0388,10.37,1.4256,0.2172,0.048685402970225555,0.6257763877921022
Gene_0389,1.9,-0.8654,0.3371,0.14425035636596953,1.0
Gene_0390,36.64,-1.3476,0.4214,0.00794013670627881,0.10153627501635307
Gene_0391,205.08,0.7379,0.2617,0.05747664104207758,0.7331204214550711
Gene_0392,182.31,-2.8503,0.261,0.00028737301668201525,0.0036561452504073185
Gene_0393,200.07,2.7472,0.3635,4.888300611559062e-05,0.0006203427172029266
Gene_0394,8.83,1.7692,0.2989,0.004876647197524153,0.061729711361065226
Gene_0395,739.75,-0.7038,0.368,1.3877738199257508e-07,1.7522396716234225e-06
Gene_0396,239.67,-2.5697,0.1375,0.16574509022738432,1.0
Gene_0397,642.98,2.0308,0.1961,0.2094597773882108,1.0
Gene_0398,3.37,-0.1718,0.2938,0.007618619183849865,0.09547141834398327
Gene_0399,276.71,1.8567,0.3452,0.0757124451890721,0.9464055648634012
Gene_0400,13.8,-2.3916,0.287,0.0228562878147714,0.2849911198849302
Gene_0401,67.04,-0.8991,0.308,0.2742481250937614,1.0
Gene_0402,432.13,0.0079,0.3607,0.0006871855828249658,0.008525875717431337
Gene_0403,178.07,0.0705,0.1753,0.35510424772901866,1.0
Gene_0404,27.03,-0.6751,0.3606,0.005387773086812676,0.06651571712114415
Gene_0405,150.29,0.9343,0.4051,0.1002303888094997,1.0
Gene_0406,6.94,-1.6014,0.2657,0.019065446943584616,0.23421924992118692
Gene_0407,1481.09,-0.2136,0.2139,0.04768493122400297,0.5843741571568991
Gene_0408,98.44,0.1804,0.3889,0.026263722552422507,0.32107240284135097
Gene_0409,1390.06,0.7717,0.472,0.004416385416877716,0.05385835874241117
Gene_0410,51.78,1.0674,0.3148,0.03824532726073516,0.4652716211768268
Gene_0411,52.08,-1.687,0.2117,0.10521201653020079,1.0
Gene_0412,32.19,-2.3012,0.2994,0.0551977169543653,0.6682532318930424
Gene_0413,856.07,1.9165,0.2166,0.02999846384292779,0.36230028795806507
Gene_0414,35.91,0.4985,0.3716,0.18727057961573568,1.0
Gene_0415,538.72,-1.1227,0.2949,0.00045977451177581593,0.0055261359588439415
Gene_0416,69.07,2.3267,0.2072,0.005312535996616497,0.06369947238149277
Gene_0417,2.85,0.1735,0.3199,0.00041374258205039495,0.004949073947971232
Gene_0418,47.44,1.7689,0.2345,0.011777914384252335,0.14054790434668657
Gene_0419,14.04,0.1013,0.1685,0.06503527545195424,0.7742294696661218
Gene_0420,158.83,3.0911,0.3759,0.07471261757847242,0.8873232491505038
Gene_0421,13.72,2.633,0.3299,0.012187121050551981,0.14439716884540263
Gene_0422,945.72,-0.3734,0.2531,0.0038367060663283942,0.04535113553579662
Gene_0423,123.7,1.4574,0.4272,0.04403750483301373,0.5193101985025204
Gene_0424,104.04,0.9681,0.2253,0.12109129082905848,1.0
Gene_0425,551.03,2.0529,0.2565,0.03581047483443365,0.4203107374933527
Gene_0426,1020.26,-1.4474,0.3375,0.04020508857335759,0.47078558048428093
Gene_0427,142.57,1.0291,0.3876,0.004427843705674597,0.0517271460943294
Gene_0428,31.74,1.5876,0.3391,0.017352994952108187,0.20224935841617933
Gene_0429,4.27,-2.6381,0.2436,0.1306301875750419,1.0
Gene_0430,37.63,-1.7749,0.2763,0.0012319774347628902,0.01429208160977831
Gene_0431,43.19,2.3283,0.2355,0.008150724933229218,0.09433709413459743
Gene_0432,183.85,-0.4041,0.2668,0.038024078041695365,0.43907711364544305
Gene_0433,74.42,-4.7627,0.2743,0.003990006786072299,0.045967820116040316
Gene_0434,587.49,2.2535,0.3416,0.01588197281770678,0.18255141169777905
Gene_0435,43.56,0.1111,0.231,0.010807949841138951,0.12394437891214394
Gene_0436,132.41,2.4429,0.3955,0.3796205647539217,1.0
Gene_0437,1584.42,-2.0702,0.2975,0.005025980735262474,0.05737420930664925
Gene_0438,294.02,-2.5551,0.2146,0.04983688297006129,0.5676182570622015
Gene_0439,131.62,-0.0833,0.3389,0.01898412969565331,0.21572874654151492
Gene_0440,44.53,0.5761,0.288,3.959853345964517e-06,4.4896296439506993e-05
Gene_0441,41.83,-0.049,0.254,0.012725139346462818,0.14394954011835767
Gene_0442,27.08,-3.1012,0.4417,0.00013623239792757798,0.0015376117147582165
Gene_0443,50.3,-0.1337,0.2687,0.006545291485609285,0.07370823745055502
Gene_0444,672.72,-1.9567,0.2546,0.000696572808370716,0.007826660768210291
Gene_0445,95.22,1.0045,0.3961,0.0010244668229666069,0.011485054069132363
Gene_0446,9.98,0.5499,0.3504,0.07432148892302777,0.8313365651345388
Gene_0447,5096.65,-1.4098,0.3754,0.026738674604636255,0.2984227076410296
Gene_0448,281.44,-3.6473,0.2437,0.0015578870992884392,0.01734840867804498
Gene_0449,8.9,-1.5888,0.322,0.02899608755197597,0.3221787505775107
Gene_0450,61.33,-0.094,0.1614,0.00021388758318161667,0.002371259237046748
Gene_0451,185.26,1.4327,0.108,0.001255815843811221,0.013891768183752444
Gene_0452,4488.1,-1.4786,0.2409,0.0019279490699221032,0.02127979105874286
Gene_0453,16.18,-4.3884,0.3047,0.0027641636103674827,0.030442330510655095
Gene_0454,1045.32,-0.7954,0.54,5.637192327698414e-07,6.194716843624631e-06
Gene_0455,2438.1,-1.1893,0.425,0.13985649705392328,1.0
Gene_0456,42.21,-0.1605,0.1907,0.008434453838057935,0.09228067656518528
Gene_0457,85.2,-1.5529,0.3876,0.02219554695813185,0.2423094646084263
Gene_0458,18.68,-0.8305,0.1654,0.035352249676197864,0.3851007589999767
Gene_0459,98.8,-1.7968,0.4533,0.015321254046950969,0.16653537007555402
Gene_0460,137.94,2.9471,0.2495,0.009623367305206118,0.1043749165423657
Gene_0461,555.18,0.0529,0.2425,0.008440262859375745,0.09134483614043012
Gene_0462,1313.39,-1.0496,0.402,0.33133558415978454,1.0
Gene_0463,33.24,0.321,0.2441,0.016563877857109145,0.17849006311540028
Gene_0464,2.9,-0.1685,0.4748,0.05910510283465605,0.6355387401575919
Gene_0465,142.24,-0.3315,0.243,0.00020835356202808395,0.0022355532406446777
Gene_0466,266.95,0.9213,0.3887,0.16549884148652502,1.0
Gene_0467,244.41,1.1363,0.3116,0.010066510438810097,0.10754818844882583
Gene_0468,77.22,-0.7958,0.3679,0.16174213018615727,1.0
Gene_0469,190.47,-3.0895,0.1992,0.00045155812107695826,0.004803809798691045
Gene_0470,3074.48,-0.4126,0.1167,0.013983494291411918,0.14844473770076347
Gene_0471,318.45,-3.4529,0.2061,4.675335072933397e-07,4.9526854586158866e-06
Gene_0472,70.33,-2.2728,0.2596,0.0004038000743516046,0.004268499728875312
Gene_0473,54.58,2.0503,0.28,0.027776625262872036,0.29300237619063324
Gene_0474,105.67,2.4675,0.2516,0.06450014680581603,0.6789489137454319
Gene_0475,3918.56,-0.3736,0.0863,0.014662796675354176,0.15402097348061108
Gene_0476,102.86,0.8648,0.2361,0.0116128720783333,0.12172821885045387
Gene_0477,142.65,0.4669,0.304,0.21116488659529764,1.0
Gene_0478,56.56,4.6183,0.2757,0.03819740745412246,0.39872032833113213
Gene_0479,1336.71,1.6794,0.2626,0.007564757303937725,0.0787995552493513
Gene_0480,7477.65,-0.1919,0.254,0.1258815621071414,1.0
Gene_0481,365.49,-1.4333,0.3056,0.0003036094173955361,0.0031494752841860593
Gene_0482,175.13,-2.4097,0.1953,0.005778470910812401,0.05981853944940374
Gene_0483,159.74,0.3052,0.2755,0.00694057964834622,0.07170020297878327
Gene_0484,1.26,-1.1345,0.2592,0.1583218227122789,1.0
Gene_0485,658.72,-2.1334,0.1751,0.17396989641678218,1.0
Gene_0486,194.09,-0.9699,0.2819,0.07583614688366433,0.7786052041443977
Gene_0487,349.56,-1.6223,0.1014,0.3270864496927974,1.0
Gene_0488,35.77,2.5307,0.2321,1.2850220396603337e-05,0.00013139284659103616
Gene_0489,68.79,1.3225,0.3337,2.0590308811193762e-08,2.1010519195095676e-07
Gene_0490,65.23,-0.012,0.3412,0.0011496034639376066,0.011706756251910453
Gene_0491,1145.1,2.2199,0.3013,0.013137161225890528,0.13350773603547286
Gene_0492,69.58,0.1161,0.3225,0.08862759288976356,0.8988599684560199
Gene_0493,9559.79,-1.2919,0.362,0.08686014524814871,0.8791512676938128
Gene_0494,351.33,2.2847,0.3105,0.11107942285948055,1.0
Gene_0495,11.57,0.8084,0.4177,0.023146770805768803,0.2333343831226694
Gene_0496,114.77,-1.5559,0.0878,0.009460917322485093,0.09518025475337116
Gene_0497,40.31,-0.2855,0.3825,0.02360666680400567,0.2370147269478481
Gene_0498,1.84,-1.3134,0.0825,0.0672835441127576,0.674183808745066
Gene_0499,3637.1,-2.0742,0.2373,0.00021382549651076483,0.0021382549651076483
Gene_0500,605.64,1.3893,0.373,0.005223807053605466,0.05213380293019427
Gene_0501,431.13,2.8641,0.362,0.049538948661235205,0.4934158233190758
Gene_0502,206.6,2.2284,0.203,0.003845731043768018,0.038227942780994215
Gene_0503,9.36,0.8445,0.2952,0.012286202126788007,0.12188692586099213
Gene_0504,56.42,-0.976,0.2405,0.007056984013360929,0.06987112884515771
Gene_0505,799.16,-0.7307,0.3847,0.0011127057454093211,0.01099511606135693
Gene_0506,18.13,-0.8886,0.2923,0.0014324832956865857,0.014127054198092561
Gene_0507,0.94,-1.296,0.2352,0.0027109349349444542,0.026682430462051716
Gene_0508,94.23,0.0728,0.3382,0.04629637144629908,0.4547777155825057
Gene_0509,111.77,-1.2464,0.3579,0.3257255882975526,1.0
Gene_0510,194.64,2.3126,0.2805,0.008852635736721199,0.08662070192486496
Gene_0511,637.17,3.7426,0.3653,0.007775872017176788,0.07593625016774207
Gene_0512,531.24,-0.3584,0.4562,0.0012870110493354164,0.012543967342450451
Gene_0513,249.02,-1.3613,0.092,0.02157821208535956,0.2099047868225638
Gene_0514,1621.43,-0.8652,0.4206,0.11645362770401393,1.0
Gene_0515,7.11,-2.9773,0.4432,0.003234287871975253,0.03133999875945013
Gene_0516,407.14,0.7514,0.3449,0.20409662173073,1.0
Gene_0517,519.61,-1.4663,0.2687,0.015600650789218316,0.1505854323283621
Gene_0518,12.44,0.149,0.1441,0.21149001377538318,1.0
Gene_0519,7.35,1.1271,0.3042,0.009756758247560761,0.0938149831496227
Gene_0520,33.39,-3.8953,0.2597,0.005862770992622631,0.056264596858182636
Gene_0521,39.52,3.1154,0.1609,0.006331844832686517,0.060649854719219506
Gene_0522,669.71,-3.1338,0.2343,0.0009661506853975219,0.009236622231333862
Gene_0523,43.42,0.8559,0.296,2.788987146927986e-05,0.000266124727760304
Gene_0524,26.77,-1.1449,0.3269,0.05838052915911872,0.5560050396106544
Gene_0525,43.67,-2.7073,0.1975,2.8875245558603637e-07,2.74479520519046e-06
Gene_0526,1390.29,-2.4413,0.062,0.31847682415510215,1.0
Gene_0527,152.34,0.0721,0.2744,0.2621907575265149,1.0
Gene_0528,103.7,0.3896,0.2082,0.01112286769085585,0.1051310745827585
Gene_0529,119.1,-1.3565,0.2564,0.010474573374479733,0.09881672994792201
Gene_0530,1966.72,0.9579,0.0953,0.00030563712014140636,0.0028779389843823573
Gene_0531,33.17,-2.4923,0.2679,0.005457818093296488,0.051295282831733915
Gene_0532,2061.14,-0.0991,0.3372,0.03169445240391763,0.2973213171099215
Gene_0533,226.1,-3.6307,0.2557,0.0035199106225771914,0.032957964630872576
Gene_0534,107.68,-0.9778,0.3103,0.0005113939097719998,0.0047793823343177545
Gene_0535,22066.17,0.0711,0.2706,0.1590678237514807,1.0
Gene_0536,17.97,-1.2906,0.1029,0.22146433015456526,1.0
Gene_0537,73.16,-0.5768,0.3081,0.03033005827818337,0.28187786503887885
Gene_0538,12.62,1.5094,0.2215,0.025164229897079685,0.23343441462968167
Gene_0539,997.17,-0.8653,0.1675,0.0031190179980402125,0.028879796278150117
Gene_0540,4351.94,1.2535,0.3678,0.0025272140120537194,0.023356876266670237
Gene_0541,4187.44,-1.6946,0.3269,0.08583889601879957,0.791871734490771
Gene_0542,1716.25,-1.6442,0.2388,0.003628810343395377,0.033414459883935335
Gene_0543,99.96,2.1624,0.2845,0.028758417140977585,0.26432368695751457
Gene_0544,71.49,-3.7075,0.316,0.03693973514003928,0.3388966526609108
Gene_0545,5.25,-1.1953,0.1301,0.016736311417947007,0.15326292507277478
Gene_0546,8705.82,0.8656,0.186,0.0029845100767861153,0.027280713681774364
Gene_0547,379.16,-0.3046,0.1907,0.05058274950328741,0.46152143707379023
Gene_0548,55.48,0.5567,0.3498,0.0424093922425192,0.3862421880010856
Gene_0549,2113.53,-0.906,0.4565,0.00016506541066475024,0.0015005946424068205
Gene_0550,21.21,0.1299,0.3591,0.029339582553534152,0.2662394061119252
Gene_0551,334.7,-0.2335,0.3118,0.0020381258425557543,0.018461284805758645
Gene_0552,105.08,1.7517,0.1973,0.012426752080386337,0.11235761374671191
Gene_0553,532.38,0.3816,0.3741,0.0008848167861712196,0.007985711066527252
Gene_0554,130.69,0.5064,0.2638,0.00035918899001124375,0.003235936846948142
Gene_0555,8.15,-0.6178,0.1989,0.09468721152820084,0.8515037007931731
Gene_0556,172.63,-0.7314,0.3723,1.1099909417995028e-05,9.964012044878841e-05
Gene_0557,1209.22,-0.6488,0.433,0.17804929192838675,1.0
Gene_0558,139.99,0.5917,0.3739,0.4412952483879818,1.0
Gene_0559,699.41,-4.0955,0.5378,0.00864565816259889,0.0771933764517758
Gene_0560,18.34,0.4347,0.2241,0.2613601328096861,1.0
Gene_0561,140.82,3.1131,0.2531,0.22863649790074694,1.0
Gene_0562,42.56,1.3067,0.2119,0.05234426279024349,0.46486911891868105
Gene_0563,661.14,-0.489,0.2113,0.020711674853741688,0.18361413877430574
Gene_0564,158.06,1.8018,0.4397,0.0029435790787038663,0.026049372377910322
Gene_0565,590.01,-0.6121,0.1892,1.9149985809451416e-06,1.6916948594921748e-05
Gene_0566,1306.91,-3.0572,0.2453,0.3027290920865398,1.0
Gene_0567,591.84,-1.5121,0.4261,0.06842037408487282,0.6022920253950073
Gene_0568,256.27,-2.8062,0.3386,0.013322875452031403,0.11707271926213886
Gene_0569,20.16,-0.5273,0.1984,0.0007837868740721132,0.0068753234567729225
Gene_0570,147.59,0.0276,0.2919,0.04067497475914427,0.3561731590117712
Gene_0571,51.1,2.3774,0.1301,0.0032568283154101765,0.028468778980858186
Gene_0572,74.58,0.4904,0.2799,0.4905361034762621,1.0
Gene_0573,70.17,-0.3287,0.3077,0.12806855915444823,1.0
Gene_0574,20.91,1.2441,0.3141,0.1617607593705062,1.0
Gene_0575,2.96,-3.3167,0.4877,0.004011036075746202,0.03481802149085245
Gene_0576,39.01,0.3534,0.3743,0.059778381084593726,0.518010234701852
Gene_0577,218.49,1.1563,0.1829,0.04315732849246015,0.37333329145726774
Gene_0578,10.01,-2.2179,0.3109,0.007553925956675274,0.06523252121481239
Gene_0579,153.14,1.7156,0.2935,0.03293906819450171,0.28395748443535956
Gene_0580,6637.81,0.5077,0.4866,0.001958052057123469,0.016850706171458427
Gene_0581,1148.39,-2.523,0.2559,0.006295503662567749,0.05408508301175042
Gene_0582,3972.23,0.9492,0.313,0.001251318680597424,0.01073172110289386
Gene_0583,324.49,3.406,0.3267,7.950486562932604e-06,6.806923427168326e-05
Gene_0584,1533.06,0.2728,0.193,0.0019392149941022628,0.01657448712907917
Gene_0585,34.89,0.3723,0.1476,0.04537723308883716,0.38717775673069255
Gene_0586,40.91,-0.689,0.2774,0.024604264498635266,0.20957635859144177
Gene_0587,0.62,-1.2748,0.3667,6.577785225829977e-08,5.593354783869029e-07
Gene_0588,1591.28,1.2455,0.1687,0.07583377204999336,0.6437501871816075
Gene_0589,3231.33,-1.2841,0.29,0.010580565781725441,0.08966581170953764
Gene_0590,49.09,0.1073,0.2331,0.006329057561765873,0.05354532624167405
Gene_0591,89.31,-0.7165,0.1064,0.053142033386440475,0.448834741439531
Gene_0592,32.86,0.7185,0.3233,0.07761950406339198,0.6544646211078582
Gene_0593,319.04,0.5005,0.3409,0.1645507565476269,1.0
Gene_0594,1407.91,1.5563,0.367,0.0017377085608683604,0.014602592948473617
Gene_0595,4.55,-0.765,0.3783,0.00025788695261493044,0.0021634811460984095
Gene_0596,336.59,-0.4048,0.2901,0.016663679892875823,0.1395618081480387
Gene_0597,85.34,-1.4681,0.34,0.04174293008548205,0.3490211545608867
Gene_0598,186.19,-0.6664,0.3188,0.0007901020477843938,0.006595175691021651
Gene_0599,371.66,0.566,0.0427,0.12207447406917431,1.0
Gene_0600,101.86,1.1355,0.15,0.05072556098881956,0.42200965880881497
Gene_0601,120.64,-1.3832,0.226,0.06785743155469479,0.563599929856269
Gene_0602,96.76,1.3044,0.3052,0.011738384257241517,0.09733320279636416
Gene_0603,1033.42,2.0335,0.3268,0.0012300517373075757,0.01018254749426801
Gene_0604,342.93,0.6202,0.3652,2.1087332785506552e-05,0.00017427547756616984
Gene_0605,230.71,2.8152,0.3675,0.02173079317925067,0.17929697342616066
Gene_0606,11.68,-4.9612,0.3186,0.00429286123004362,0.035361295140392254
Gene_0607,69.61,-1.867,0.3492,0.059731499992251046,0.49121299335732765
Gene_0608,895.46,-2.6681,0.4533,0.004986910160802651,0.040943433175719635
Gene_0609,160.04,2.2441,0.3411,0.011384391539344178,0.09331468474872277
Gene_0610,555.05,0.9815,0.2966,0.0007220087728656998,0.0059084187632217665
Gene_0611,5079.78,-0.0834,0.3458,0.05390755737353454,0.44042122037201425
Gene_0612,1184.66,0.42,0.3816,0.10582133065624759,0.8631429906708613
Gene_0613,178.81,-1.6882,0.4549,0.09044875935060932,0.7365534149072421
Gene_0614,53.41,3.6686,0.1905,0.13301738090196574,1.0
Gene_0615,0.9,0.1938,0.1361,0.055510879093775015,0.45057531731960243
Gene_0616,105.98,0.1641,0.3207,0.08440994247108446,0.6840351902032777
Gene_0617,77.32,1.0886,0.1555,0.0014813409463230087,0.011984959112645702
Gene_0618,324.0,0.7215,0.2751,0.010964426281984515,0.08856564040375214
Gene_0619,109.09,0.3358,0.4811,0.14403524273407664,1.0
Gene_0620,78.2,-1.1857,0.3003,0.004901168813619639,0.03946190671191335
Gene_0621,4.23,-2.2006,0.3014,0.009365196216642191,0.07528292778651278
Gene_0622,22.65,2.823,0.2599,0.0030681682740369655,0.02462414345134001
Gene_0623,385.02,2.0181,0.4505,4.818959720330822e-05,0.0003861345929752261
Gene_0624,4590.83,2.3898,0.3423,0.010626062139306214,0.08500849711444972
Gene_0625,122.11,3.9602,0.2532,0.009746225396019199,0.07784525076692651
Gene_0626,285.89,-1.4844,0.448,0.0221688106000673,0.17678477352525757
Gene_0627,997.2,-0.1887,0.3185,0.00010889167516536582,0.0008669719360299826
Gene_0628,29.32,0.0836,0.2585,0.0012708695613335055,0.010102301759407833
Gene_0629,309.09,1.6413,0.0912,0.0026620801362218353,0.021127620128744723
Gene_0630,33.75,-2.5387,0.3137,0.1366309285221945,1.0
Gene_0631,836.85,2.2943,0.2549,0.0790999144137534,0.625790462134125
Gene_0632,200.9,-0.237,0.2685,6.591768460041566e-05,0.0005206768135893812
Gene_0633,269.59,-0.6403,0.2629,0.23011958098893043,1.0
Gene_0634,31.03,-1.5182,0.1169,0.0329155162366511,0.25917729320197713
Gene_0635,610.37,-2.4823,0.5564,0.0012659573327590875,0.009952494754395342
Gene_0636,9599.11,1.2348,0.2306,0.0003851570521220474,0.0030232107701887554
Gene_0637,19.77,0.11,0.3668,0.000601139461944841,0.004711124309912547
Gene_0638,75.22,-1.9349,0.2781,0.01219870560566977,0.09545153056079632
Gene_0639,235.85,-1.9426,0.0263,0.007063044891124806,0.05518003821191255
Gene_0640,715.38,-0.5037,0.2852,0.00017442490364128526,0.001360568671148871
Gene_0641,48.47,2.5035,0.3119,4.3021580726596934e-06,3.350590399267674e-05
Gene_0642,0.51,-0.3894,0.2455,0.07410340859643212,0.5762317931293321
Gene_0643,2249.31,-2.2547,0.4451,0.16754079245482956,1.0
Gene_0644,679.27,-0.3686,0.4792,0.0034351786698809004,0.026629292014580627
Gene_0645,4.55,-0.4091,0.3287,0.0009833197084586677,0.007610833656800834
Gene_0646,44.03,-1.6116,0.3423,0.009902686968900606,0.07652772000695986
Gene_0647,3416.48,-0.0814,0.1847,0.005426053007820987,0.04186769296158169
Gene_0648,2685.42,-0.3464,0.1844,0.017072292183918737,0.13152767476054497
Gene_0649,969.98,1.0443,0.2346,0.07864274135798706,0.6049441642922082
Gene_0650,104.35,2.7734,0.5,0.07025899126156633,0.5396235887985126
Gene_0651,175.21,1.6898,0.2451,0.19373535300560896,1.0
Gene_0652,114.22,-0.4033,0.4317,0.35038075883370373,1.0
Gene_0653,1417.26,-1.6598,0.2277,0.0066628918184991025,0.05093953989678213
Gene_0654,25.75,3.86,0.2038,0.12398523270130833,0.9464521580252545
Gene_0655,29.62,0.0888,0.25,0.0020595373516414197,0.015697693228974238
Gene_0656,1119.4,0.0209,0.2474,0.06408061290126396,0.4876758972698932
Gene_0657,135.81,-0.0362,0.2274,0.008352635907101787,0.06346987771353942
Gene_0658,2337.73,0.2971,0.4562,0.01313827969724845,0.09968345749050417
Gene_0659,38.74,-0.2165,0.2946,1.7688936660453186e-06,1.3400709591252414e-05
Gene_0660,133.01,-0.8605,0.2801,0.032753962015149025,0.2477606809012786
Gene_0661,23.46,-0.8203,0.3025,0.13277730971160706,1.0
Gene_0662,150.61,2.0651,0.3915,0.009215625864538753,0.06949944090904037
Gene_0663,7.71,-0.8151,0.3025,0.00012820440418701148,0.0009653946098419538
Gene_0664,55.97,-1.0693,0.3306,0.0010178224500709814,0.007652800376473544
Gene_0665,8.39,0.1596,0.4018,0.023061545320956767,0.17313472463180757
Gene_0666,594.57,-0.3825,0.1931,0.05788208033510757,0.43389865318671345
Gene_0667,622.15,2.256,0.2162,1.8034654224083405e-06,1.349899268269716e-05
Gene_0668,4.66,-3.9765,0.3108,0.020499713239742864,0.1532116086677344
Gene_0669,2138.31,1.6373,0.2292,4.6342560148377854e-05,0.0003458400011072974
